CITATION,TYPE,AGENCY2,LOCAL,RACE,SEX,DAYNIGHT,MPHGROUP,AGEGROUP,INTOWN,INSTATE
K0006026,T,State Police,N,W,M,night,d) more than 20,36-40,N,Y
K0006027,W,State Police,N,W,M,day,U,36-40,N,Y
K0006029,T,State Police,N,W,F,night,b) 10 to 15,21-25,Y,Y
K0006030,T,State Police,N,W,F,night,b) 10 to 15,26-30,Y,Y
K0006031,W,State Police,N,H,M,night,U,26-30,Y,Y
K0006032,W,State Police,N,H,M,night,U,21-25,N,Y
K0006034,W,State Police,N,W,F,day,U,51-55,N,Y
K0006035,T,State Police,N,W,M,night,b) 10 to 15,21-25,Y,Y
K0006037,W,State Police,N,W,M,day,U,16-20,N,Y
K0006039,W,State Police,N,W,M,day,U,26-30,N,Y
K0006040,T,State Police,N,W,F,day,U,21-25,N,Y
K0006045,T,State Police,N,W,M,night,d) more than 20,21-25,N,Y
K0006047,W,State Police,N,W,M,day,U,31-35,N,Y
K0006048,T,State Police,N,B,F,night,d) more than 20,21-25,N,N
K0006050,T,State Police,N,B,F,night,d) more than 20,16-20,Y,Y
K0006052,T,State Police,N,W,M,night,U,71-75,N,N
K0006053,W,State Police,N,W,F,night,U,36-40,N,Y
K0006061,W,State Police,N,B,M,day,b) 10 to 15,66-70,Y,Y
K0006062,W,State Police,N,W,M,day,U,26-30,N,Y
K0006063,W,State Police,N,W,M,day,U,16-20,Y,Y
K0006064,W,State Police,N,W,M,day,U,31-35,Y,Y
K0006067,W,State Police,N,W,M,day,U,31-35,N,Y
K0006068,W,State Police,N,W,F,day,U,21-25,N,Y
K0006069,W,State Police,N,W,M,day,U,21-25,N,Y
K0006070,T,State Police,N,W,M,day,U,31-35,N,Y
K0006071,W,State Police,N,W,M,day,U,26-30,N,Y
K0006073,W,State Police,N,W,F,day,b) 10 to 15,31-35,N,Y
K0006074,T,State Police,N,W,M,day,U,36-40,N,Y
K0006075,T,State Police,N,W,M,day,U,31-35,N,Y
K0006076,W,State Police,N,W,M,day,U,21-25,N,Y
K0006077,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0006078,W,State Police,N,W,M,day,b) 10 to 15,46-50,N,N
K0006080,W,State Police,N,H,F,day,U,21-25,Y,Y
K0006081,W,State Police,N,W,M,day,U,21-25,N,Y
K0006082,W,State Police,N,W,M,day,U,31-35,N,N
K0006084,T,State Police,N,H,F,day,b) 10 to 15,36-40,N,Y
K0006085,W,State Police,N,W,F,day,U,41-45,Y,Y
K0006086,W,State Police,N,W,F,day,U,36-40,N,Y
K0006087,W,State Police,N,H,M,day,U,21-25,N,Y
K0006089,W,State Police,N,H,M,day,U,36-40,Y,Y
K0006090,W,State Police,N,W,M,day,U,41-45,N,Y
K0006091,W,State Police,N,W,M,day,U,51-55,N,Y
K0006092,W,State Police,N,H,M,day,U,36-40,N,Y
K0006094,T,State Police,N,A,M,day,U,21-25,N,N
K0006095,W,State Police,N,H,F,day,U,51-55,Y,Y
K0006096,T,State Police,N,W,M,day,c) 16 to 20,41-45,N,Y
K0006097,W,State Police,N,W,F,day,U,56-60,N,N
K0006098,T,State Police,N,B,M,night,b) 10 to 15,21-25,N,N
K0006100,T,State Police,N,H,M,day,U,21-25,N,Y
K0006101,T,State Police,N,H,M,day,c) 16 to 20,31-35,N,N
K0006103,T,State Police,N,H,M,day,c) 16 to 20,31-35,N,Y
K0006106,W,State Police,N,W,M,day,U,26-30,Y,Y
K0006107,T,State Police,N,W,M,day,d) more than 20,26-30,N,Y
K0006110,T,State Police,N,H,F,day,d) more than 20,16-20,Y,Y
K0006111,T,State Police,N,W,F,day,d) more than 20,36-40,N,Y
K0006113,T,State Police,N,W,M,day,U,21-25,N,Y
K0006114,W,State Police,N,W,M,day,U,21-25,N,Y
K0006117,T,State Police,N,W,F,day,U,36-40,N,Y
K0006120,T,State Police,N,W,M,day,U,26-30,Y,Y
K0006123,W,State Police,N,W,M,day,U,26-30,Y,Y
K0006124,W,State Police,N,W,M,day,U,21-25,N,Y
K0006127,W,State Police,N,W,F,day,d) more than 20,31-35,N,Y
K0006128,T,State Police,N,W,M,day,d) more than 20,16-20,N,Y
K0006129,T,State Police,N,W,M,day,d) more than 20,41-45,N,N
K0006131,T,State Police,N,B,F,day,d) more than 20,26-30,N,N
K0006132,W,State Police,N,H,M,day,c) 16 to 20,26-30,N,Y
K0006133,W,State Police,N,H,M,day,U,26-30,N,Y
K0006135,T,State Police,N,H,M,day,U,71-75,Y,Y
K0006137,W,State Police,N,H,M,day,U,36-40,N,Y
K0006138,T,State Police,N,H,M,day,d) more than 20,21-25,N,Y
K0006139,W,State Police,N,H,M,day,U,16-20,Y,Y
K0006141,W,State Police,N,W,F,day,U,21-25,N,Y
K0006144,T,State Police,N,H,M,day,U,46-50,N,Y
K0006145,W,State Police,N,H,M,day,U,36-40,Y,Y
K0006148,W,State Police,N,W,M,day,U,21-25,N,Y
K0006149,W,State Police,N,W,M,day,U,46-50,N,Y
K0006150,W,State Police,N,H,M,day,U,21-25,N,Y
K0006151,T,State Police,N,B,F,day,b) 10 to 15,36-40,N,Y
K0006154,W,State Police,N,H,M,day,U,21-25,N,Y
K0006155,W,State Police,N,W,M,day,b) 10 to 15,46-50,N,Y
K0006156,T,State Police,N,W,M,day,c) 16 to 20,46-50,N,Y
K0006157,T,State Police,N,W,M,day,U,21-25,N,Y
K0006158,T,State Police,N,W,M,day,U,21-25,Y,Y
K0006159,T,State Police,N,W,M,day,U,16-20,Y,Y
K0006160,W,State Police,N,H,M,day,U,26-30,N,Y
K0006168,W,State Police,N,W,M,day,a) less than 10,31-35,N,Y
K0006169,T,State Police,N,W,F,day,U,26-30,N,Y
K0006173,T,State Police,N,W,F,day,U,21-25,Y,Y
K0006175,T,State Police,N,B,F,day,U,36-40,N,Y
K0006178,W,State Police,N,W,F,day,b) 10 to 15,46-50,N,Y
K0006180,W,State Police,N,W,M,day,U,36-40,N,Y
K0006183,T,State Police,N,W,F,day,U,16-20,Y,Y
K0006186,T,State Police,N,W,M,day,U,46-50,N,Y
K0006189,T,State Police,N,W,F,day,b) 10 to 15,21-25,Y,Y
K0006190,T,State Police,N,W,M,day,U,21-25,Y,Y
K0006192,W,State Police,N,W,M,day,U,36-40,N,Y
K0006193,T,State Police,N,W,M,day,U,21-25,N,Y
K0006194,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0006195,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,N
K0006196,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006197,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0006198,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0006203,T,State Police,N,B,M,day,c) 16 to 20,46-50,N,N
K0006205,T,State Police,N,W,M,day,U,26-30,Y,Y
K0006206,T,State Police,N,W,M,day,U,26-30,Y,Y
K0006207,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,N
K0006208,T,State Police,N,W,M,day,c) 16 to 20,36-40,Y,Y
K0006209,T,State Police,N,B,M,night,b) 10 to 15,41-45,N,Y
K0006213,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0006215,T,State Police,N,B,M,day,U,41-45,N,Y
K0006216,T,State Police,N,W,M,day,d) more than 20,16-20,N,Y
K0006217,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0006218,T,State Police,N,W,F,day,d) more than 20,41-45,N,Y
K0006219,W,State Police,N,B,F,day,b) 10 to 15,36-40,N,N
K0006220,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,N
K0006222,W,State Police,N,W,M,day,U,26-30,N,Y
K0006225,W,State Police,N,W,F,day,U,41-45,Y,Y
K0006229,T,State Police,N,W,F,day,U,21-25,N,Y
K0006231,W,State Police,N,W,M,day,U,21-25,N,Y
K0006232,W,State Police,N,B,F,day,U,36-40,N,Y
K0006237,W,State Police,N,B,M,night,U,16-20,Y,Y
K0006239,W,State Police,N,W,M,night,U,21-25,Y,Y
K0006261,W,State Police,N,W,M,night,U,36-40,Y,Y
K0006264,W,State Police,N,W,M,night,b) 10 to 15,46-50,N,Y
K0006268,W,State Police,N,H,M,night,U,21-25,Y,Y
K0006269,W,State Police,N,B,M,night,U,21-25,N,Y
K0006273,W,State Police,N,H,M,night,b) 10 to 15,16-20,Y,Y
K0006276,T,State Police,N,W,M,night,U,21-25,N,Y
K0006277,W,State Police,N,B,M,night,U,31-35,Y,Y
K0006278,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006279,W,State Police,N,H,F,night,U,21-25,N,Y
K0006281,W,State Police,N,B,M,night,U,36-40,N,Y
K0006284,T,State Police,N,W,M,night,b) 10 to 15,31-35,N,Y
K0006285,W,State Police,N,W,F,night,a) less than 10,16-20,N,Y
K0006286,T,State Police,N,W,M,night,c) 16 to 20,26-30,N,Y
K0006291,T,State Police,N,W,M,night,c) 16 to 20,21-25,N,Y
K0006292,W,State Police,N,A,M,night,a) less than 10,31-35,N,Y
K0006293,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006295,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006296,W,State Police,N,W,M,night,U,41-45,N,Y
K0006299,T,State Police,N,W,M,day,d) more than 20,31-35,N,Y
K0006300,T,State Police,N,W,M,night,d) more than 20,51-55,N,Y
K0006305,W,State Police,N,W,F,day,U,36-40,N,Y
K0006309,W,State Police,N,B,M,night,b) 10 to 15,31-35,Y,Y
K0006312,W,State Police,N,H,M,day,U,26-30,Y,Y
K0006313,W,State Police,N,H,M,night,b) 10 to 15,21-25,N,Y
K0006314,W,State Police,N,W,M,night,b) 10 to 15,41-45,N,Y
K0006321,T,State Police,N,W,M,night,d) more than 20,36-40,N,Y
K0006322,T,State Police,N,W,M,night,b) 10 to 15,51-55,N,N
K0006323,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0006325,W,State Police,N,W,F,night,b) 10 to 15,36-40,N,N
K0006326,W,State Police,N,W,M,day,b) 10 to 15,21-25,Y,Y
K0006327,T,State Police,N,W,M,night,b) 10 to 15,21-25,Y,Y
K0006329,T,State Police,N,H,M,night,U,21-25,Y,Y
K0006332,W,State Police,N,W,M,night,U,21-25,N,Y
K0006334,T,State Police,N,W,M,night,U,36-40,N,Y
K0006335,W,State Police,N,H,F,night,b) 10 to 15,36-40,N,Y
K0006336,W,State Police,N,W,M,night,b) 10 to 15,36-40,N,Y
K0006337,T,State Police,N,W,F,night,d) more than 20,26-30,N,Y
K0006338,W,State Police,N,W,M,day,b) 10 to 15,26-30,Y,Y
K0006341,T,State Police,N,H,M,night,b) 10 to 15,16-20,Y,Y
K0006342,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006345,T,State Police,N,W,M,night,b) 10 to 15,36-40,Y,Y
K0006346,T,State Police,N,H,M,night,b) 10 to 15,21-25,Y,Y
K0006347,W,State Police,N,W,F,night,U,21-25,N,Y
K0006348,W,State Police,N,H,M,night,U,16-20,Y,Y
K0006349,W,State Police,N,W,F,night,U,21-25,N,Y
K0006352,W,State Police,N,H,M,night,U,21-25,Y,Y
K0006354,W,State Police,N,H,M,night,U,31-35,N,N
K0006357,T,State Police,N,W,M,night,b) 10 to 15,51-55,N,Y
K0006359,W,State Police,N,W,M,night,U,26-30,N,Y
K0006364,T,State Police,N,H,M,night,d) more than 20,26-30,N,N
K0006366,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0006368,T,State Police,N,H,F,night,U,21-25,N,Y
K0006369,T,State Police,N,W,M,night,U,26-30,N,Y
K0006370,T,State Police,N,W,M,night,U,36-40,N,Y
K0006371,T,State Police,N,W,M,night,c) 16 to 20,31-35,N,Y
K0006372,T,State Police,N,W,F,night,c) 16 to 20,21-25,N,Y
K0006373,T,State Police,N,W,M,night,c) 16 to 20,16-20,N,Y
K0006375,T,State Police,N,W,M,night,c) 16 to 20,56-60,N,Y
K0006376,T,State Police,N,B,F,night,d) more than 20,26-30,N,N
K0006377,T,State Police,N,W,M,night,d) more than 20,51-55,Y,Y
K0006378,T,State Police,N,W,M,night,d) more than 20,41-45,N,Y
K0006379,T,State Police,N,W,M,night,d) more than 20,41-45,N,N
K0006380,T,State Police,N,W,M,night,d) more than 20,46-50,N,N
K0006381,T,State Police,N,W,M,night,c) 16 to 20,21-25,N,Y
K0006382,T,State Police,N,A,M,night,d) more than 20,26-30,N,N
K0006383,T,State Police,N,W,M,night,d) more than 20,36-40,N,Y
K0006384,T,State Police,N,W,F,night,U,26-30,N,Y
K0006385,T,State Police,N,U,U,night,c) 16 to 20,21-25,N,N
K0006386,T,State Police,N,H,M,night,c) 16 to 20,26-30,Y,Y
K0006387,T,State Police,N,W,M,night,d) more than 20,26-30,N,Y
K0006388,T,State Police,N,W,M,night,d) more than 20,16-20,N,Y
K0006391,T,State Police,N,W,M,night,c) 16 to 20,26-30,Y,Y
K0006392,T,State Police,N,B,M,night,d) more than 20,26-30,Y,Y
K0006393,T,State Police,N,W,F,night,d) more than 20,21-25,Y,Y
K0006395,T,State Police,N,W,M,night,c) 16 to 20,21-25,N,N
K0006396,T,State Police,N,B,M,night,d) more than 20,36-40,Y,Y
K0006397,T,State Police,N,W,M,night,c) 16 to 20,26-30,Y,Y
K0006398,T,State Police,N,W,F,night,d) more than 20,31-35,N,N
K0006399,T,State Police,N,U,U,night,d) more than 20,16-20,Y,Y
K0006401,T,State Police,N,H,M,night,U,21-25,N,Y
K0006403,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006404,T,State Police,N,B,F,night,b) 10 to 15,21-25,Y,Y
K0006407,T,State Police,N,H,M,night,d) more than 20,16-20,N,Y
K0006409,T,State Police,N,B,M,night,c) 16 to 20,26-30,N,Y
K0006410,T,State Police,N,W,M,night,b) 10 to 15,56-60,N,Y
K0006411,T,State Police,N,W,M,night,d) more than 20,56-60,N,Y
K0006413,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0006414,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,N
K0006415,T,State Police,N,B,M,night,b) 10 to 15,26-30,N,N
K0006416,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,N
K0006417,T,State Police,N,H,M,night,b) 10 to 15,41-45,N,Y
K0006418,T,State Police,N,H,F,night,b) 10 to 15,21-25,Y,Y
K0006421,T,State Police,N,W,M,day,U,46-50,N,N
K0006442,W,State Police,N,W,F,night,U,21-25,N,Y
K0006444,T,State Police,N,W,F,day,U,46-50,Y,Y
K0006450,T,State Police,N,W,M,day,U,21-25,N,Y
K0006453,T,State Police,N,W,F,day,b) 10 to 15,56-60,N,N
K0006454,T,State Police,N,H,M,day,U,46-50,N,Y
K0006456,W,State Police,N,H,M,night,U,21-25,N,N
K0006458,T,State Police,N,W,F,day,U,66-70,Y,Y
K0006460,W,State Police,N,W,F,night,U,36-40,N,Y
K0006461,W,State Police,N,W,M,day,U,41-45,N,N
K0006462,T,State Police,N,W,F,day,c) 16 to 20,36-40,N,Y
K0006463,W,State Police,N,W,F,night,U,51-55,N,Y
K0006467,W,State Police,N,W,F,day,U,41-45,N,Y
K0006468,W,State Police,N,H,M,day,U,41-45,N,Y
K0006469,W,State Police,N,W,M,day,U,61-65,N,Y
K0006471,T,State Police,N,H,F,day,U,16-20,Y,Y
K0006472,W,State Police,N,W,M,night,U,66-70,N,Y
K0006473,T,State Police,N,B,M,night,U,31-35,N,N
K0006474,W,State Police,N,W,F,day,U,36-40,N,Y
K0006476,W,State Police,N,H,F,night,U,36-40,N,Y
K0006477,W,State Police,N,B,F,night,U,36-40,N,Y
K0006478,T,State Police,N,H,M,night,d) more than 20,21-25,N,Y
K0006479,W,State Police,N,H,F,night,U,41-45,Y,Y
K0006480,W,State Police,N,W,F,night,b) 10 to 15,36-40,N,Y
K0006486,T,State Police,N,B,M,night,b) 10 to 15,26-30,Y,Y
K0006491,T,State Police,N,H,F,day,U,21-25,N,Y
K0006496,T,State Police,N,W,M,day,d) more than 20,36-40,N,N
K0006499,T,State Police,N,W,M,day,d) more than 20,36-40,N,Y
K0006500,T,State Police,N,H,M,night,d) more than 20,41-45,N,N
K0006521,T,State Police,N,W,M,day,b) 10 to 15,51-55,N,N
K0006541,T,State Police,N,W,M,night,U,21-25,N,Y
K0006542,T,State Police,N,W,F,night,c) 16 to 20,21-25,N,N
K0006543,T,State Police,N,W,F,night,b) 10 to 15,31-35,N,Y
K0006544,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0006545,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0006546,T,State Police,N,W,M,night,b) 10 to 15,46-50,N,N
K0006547,T,State Police,N,W,F,day,c) 16 to 20,21-25,N,Y
K0006549,T,State Police,N,W,M,night,c) 16 to 20,36-40,N,Y
K0006550,T,State Police,N,W,M,night,b) 10 to 15,41-45,N,Y
K0006552,T,State Police,N,W,M,day,U,36-40,N,N
K0006553,T,State Police,N,B,F,night,c) 16 to 20,21-25,N,Y
K0006554,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0006555,T,State Police,N,B,M,night,c) 16 to 20,21-25,N,Y
K0006556,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,N
K0006557,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0006558,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0006560,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006561,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0006562,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,Y
K0006563,T,State Police,N,W,M,day,U,16-20,N,Y
K0006564,T,State Police,N,W,M,night,c) 16 to 20,26-30,N,Y
K0006565,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,Y
K0006566,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,N
K0006567,W,State Police,N,W,F,night,b) 10 to 15,36-40,N,Y
K0006568,T,State Police,N,B,M,night,d) more than 20,36-40,N,Y
K0006569,T,State Police,N,W,M,night,b) 10 to 15,21-25,U,N
K0006570,T,State Police,N,A,F,day,d) more than 20,21-25,N,Y
K0006571,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0006572,T,State Police,N,W,M,night,c) 16 to 20,16-20,N,N
K0006573,W,State Police,N,W,F,night,b) 10 to 15,21-25,N,N
K0006574,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006575,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0006576,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0006577,T,State Police,N,W,M,night,b) 10 to 15,41-45,N,N
K0006578,T,State Police,N,W,M,night,b) 10 to 15,31-35,N,Y
K0006579,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,N
K0006580,T,State Police,N,W,M,day,c) 16 to 20,51-55,N,Y
K0006604,T,State Police,N,W,F,day,d) more than 20,26-30,N,N
K0006608,T,State Police,N,W,F,night,d) more than 20,56-60,N,Y
K0006609,T,State Police,N,W,M,day,c) 16 to 20,21-25,N,N
K0006622,T,State Police,N,H,F,day,U,16-20,N,Y
K0006626,W,State Police,N,W,M,night,c) 16 to 20,56-60,N,Y
K0006629,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0006630,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,N
K0006631,T,State Police,N,W,M,night,b) 10 to 15,46-50,N,Y
K0006632,W,State Police,N,W,M,night,c) 16 to 20,21-25,N,N
K0006636,T,State Police,N,W,F,day,U,26-30,N,Y
K0006637,T,State Police,N,W,M,day,c) 16 to 20,26-30,N,Y
K0006639,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,N
K0006643,T,State Police,N,W,M,day,c) 16 to 20,56-60,N,N
K0006644,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0006647,W,State Police,N,W,M,night,U,16-20,N,Y
K0006650,T,State Police,N,W,M,day,U,26-30,N,Y
K0006651,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0006652,T,State Police,N,W,M,day,U,41-45,Y,Y
K0006653,W,State Police,N,W,M,night,b) 10 to 15,41-45,N,Y
K0006655,T,State Police,N,W,F,day,d) more than 20,31-35,N,Y
K0006656,T,State Police,N,W,M,day,d) more than 20,31-35,N,Y
K0006657,W,State Police,N,W,M,night,b) 10 to 15,21-25,N,N
K0006658,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0006659,T,State Police,N,W,F,night,b) 10 to 15,36-40,N,N
K0006661,T,State Police,N,W,M,day,b) 10 to 15,46-50,N,N
K0006662,T,State Police,N,W,M,day,U,16-20,Y,Y
K0006664,T,State Police,N,W,M,day,U,31-35,N,Y
K0006665,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006668,T,State Police,N,W,M,day,U,36-40,N,Y
K0006669,T,State Police,N,H,M,day,b) 10 to 15,31-35,N,Y
K0006671,T,State Police,N,W,F,day,U,21-25,N,N
K0006673,T,State Police,N,W,M,day,U,16-20,Y,Y
K0006675,T,State Police,N,W,M,day,U,41-45,N,Y
K0006678,T,State Police,N,W,M,day,b) 10 to 15,86-90,U,N
K0006679,T,State Police,N,W,F,day,d) more than 20,26-30,N,Y
K0006682,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006683,T,State Police,N,W,F,day,U,26-30,N,N
K0006684,T,State Police,N,W,F,day,U,21-25,N,Y
K0006686,T,State Police,N,W,M,night,b) 10 to 15,46-50,N,N
K0006687,T,State Police,N,W,M,night,U,41-45,N,Y
K0006690,T,State Police,N,W,M,night,c) 16 to 20,26-30,N,N
K0006694,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,Y
K0006695,T,State Police,N,W,M,night,U,16-20,N,Y
K0006696,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,N
K0006698,T,State Police,N,W,F,night,d) more than 20,16-20,N,Y
K0006701,T,State Police,N,W,M,night,d) more than 20,16-20,N,N
K0006702,T,State Police,N,W,M,night,b) 10 to 15,31-35,N,N
K0006703,T,State Police,N,W,F,day,c) 16 to 20,36-40,N,Y
K0006705,T,State Police,N,W,M,day,U,26-30,N,Y
K0006706,T,State Police,N,W,F,day,c) 16 to 20,26-30,N,Y
K0006709,T,State Police,N,W,M,day,d) more than 20,31-35,N,Y
K0006710,T,State Police,N,W,F,day,c) 16 to 20,26-30,N,Y
K0006711,T,State Police,N,W,F,day,c) 16 to 20,41-45,N,Y
K0006712,T,State Police,N,W,F,day,d) more than 20,21-25,N,Y
K0006713,T,State Police,N,W,M,day,d) more than 20,41-45,N,N
K0006714,T,State Police,N,B,M,night,b) 10 to 15,21-25,N,N
K0006715,T,State Police,N,W,M,night,d) more than 20,26-30,N,Y
K0006716,T,State Police,N,W,M,night,d) more than 20,26-30,N,Y
K0006717,T,State Police,N,W,M,night,d) more than 20,16-20,N,Y
K0006719,T,State Police,N,H,M,day,U,46-50,N,Y
K0006720,T,State Police,N,W,M,night,c) 16 to 20,66-70,N,Y
K0006742,T,State Police,N,W,M,day,U,21-25,N,N
K0006743,T,State Police,N,W,F,day,b) 10 to 15,36-40,N,Y
K0006744,T,State Police,N,W,M,day,b) 10 to 15,46-50,N,Y
K0006745,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,N
K0006746,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0006748,W,State Police,N,W,M,night,c) 16 to 20,51-55,N,Y
K0006750,T,State Police,N,W,M,night,d) more than 20,21-25,N,Y
K0006752,T,State Police,N,W,F,night,c) 16 to 20,46-50,N,N
K0006754,W,State Police,N,W,M,day,U,36-40,U,N
K0006755,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006757,T,State Police,N,W,M,night,b) 10 to 15,31-35,N,N
K0006759,T,State Police,N,W,F,night,b) 10 to 15,31-35,N,N
K0006760,T,State Police,N,W,M,day,d) more than 20,36-40,N,Y
K0006761,T,State Police,N,W,M,day,U,26-30,N,Y
K0006766,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,N
K0006774,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0006777,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0006784,T,State Police,N,W,F,day,c) 16 to 20,26-30,N,N
K0006790,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006797,T,State Police,N,H,M,day,b) 10 to 15,21-25,N,Y
K0006801,T,State Police,N,W,M,day,c) 16 to 20,31-35,N,N
K0006802,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,N
K0006803,T,State Police,N,W,F,day,b) 10 to 15,26-30,N,Y
K0006810,T,State Police,N,W,M,day,c) 16 to 20,31-35,N,N
K0006811,T,State Police,N,W,M,day,c) 16 to 20,41-45,N,Y
K0006813,T,State Police,N,B,M,day,c) 16 to 20,16-20,N,Y
K0006815,T,State Police,N,B,M,day,d) more than 20,16-20,N,N
K0006817,T,State Police,N,W,M,day,c) 16 to 20,21-25,N,N
K0006818,T,State Police,N,W,M,day,d) more than 20,31-35,N,N
K0006819,T,State Police,N,W,M,day,d) more than 20,26-30,N,Y
K0006822,T,State Police,N,W,M,day,d) more than 20,16-20,N,Y
K0006823,T,State Police,N,W,M,day,c) 16 to 20,16-20,U,N
K0006824,T,State Police,N,W,M,day,d) more than 20,16-20,N,N
K0006825,T,State Police,N,W,F,day,d) more than 20,21-25,N,Y
K0006826,T,State Police,N,W,M,day,d) more than 20,21-25,N,Y
K0006828,T,State Police,N,W,M,day,U,16-20,N,Y
K0006829,T,State Police,N,W,M,day,U,16-20,N,Y
K0006830,T,State Police,N,W,M,day,U,16-20,N,Y
K0006831,T,State Police,N,W,M,night,d) more than 20,46-50,N,Y
K0006832,T,State Police,N,W,M,day,d) more than 20,36-40,N,N
K0006834,T,State Police,N,W,M,day,d) more than 20,21-25,N,N
K0006836,T,State Police,N,W,F,day,d) more than 20,31-35,N,Y
K0006838,T,State Police,N,W,F,day,d) more than 20,21-25,N,N
K0006840,T,State Police,N,W,F,night,d) more than 20,26-30,N,Y
K0006844,T,State Police,N,W,M,day,U,31-35,Y,Y
K0006849,T,State Police,N,W,M,night,d) more than 20,61-65,N,Y
K0006852,T,State Police,N,W,M,night,b) 10 to 15,51-55,N,N
K0006881,T,State Police,N,W,M,night,U,16-20,N,N
K0006883,T,State Police,N,W,M,day,U,16-20,N,Y
K0006884,T,State Police,N,H,M,night,d) more than 20,26-30,N,Y
K0006885,T,State Police,N,W,F,night,c) 16 to 20,21-25,U,N
K0006886,T,State Police,N,W,M,night,d) more than 20,31-35,U,N
K0006887,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006889,T,State Police,N,W,M,day,c) 16 to 20,16-20,N,N
K0006890,T,State Police,N,W,F,night,d) more than 20,31-35,U,N
K0006891,T,State Police,N,W,F,night,d) more than 20,21-25,N,N
K0006892,T,State Police,N,H,M,night,d) more than 20,21-25,N,Y
K0006893,T,State Police,N,W,M,night,c) 16 to 20,16-20,N,Y
K0006894,T,State Police,N,W,F,night,d) more than 20,26-30,N,Y
K0006895,T,State Police,N,W,M,night,d) more than 20,26-30,N,N
K0006896,T,State Police,N,W,M,night,d) more than 20,21-25,N,Y
K0006897,T,State Police,N,W,M,night,d) more than 20,21-25,N,Y
K0006900,T,State Police,N,W,F,night,d) more than 20,41-45,N,N
K0006906,T,State Police,N,W,F,day,U,61-65,N,Y
K0006907,T,State Police,N,W,M,day,d) more than 20,36-40,U,N
K0006908,T,State Police,N,W,F,day,U,26-30,N,N
K0006909,T,State Police,N,W,M,day,b) 10 to 15,66-70,N,Y
K0006911,T,State Police,N,W,M,day,d) more than 20,16-20,N,N
K0006912,T,State Police,N,W,M,day,d) more than 20,26-30,N,Y
